,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
450,59976503,45,Специалист,1,0,1,1,0,7500.0,1,0,0
451,59976648,62,Руководитель высшего звена,1,0,1,2,0,23000.0,1,0,0
452,59976802,25,Высококвалифиц. специалист,1,0,0,0,0,18000.0,1,0,0
453,59976840,54,Специалист,1,0,1,1,0,7000.0,1,0,0
454,59976890,31,Руководитель высшего звена,1,0,1,1,1,30000.0,1,0,0
455,59976896,42,Рабочий,1,0,1,1,1,9000.0,1,0,0
456,59977061,55,Руководитель среднего звена,1,0,0,2,0,40000.0,1,0,1
457,60035449,44,Рабочий,1,0,1,3,0,5200.0,1,0,1
458,60035580,56,Руководитель среднего звена,1,1,1,2,0,45000.0,1,1,0
459,60035789,56,Рабочий,1,0,1,2,0,11000.0,1,0,1
460,60035997,65,,0,1,1,2,0,8000.0,1,0,0
461,60036099,42,Специалист,1,0,1,0,0,7000.0,1,0,0
462,60036186,47,Работник сферы услуг,1,0,1,2,1,7000.0,1,0,0
463,60036487,50,Руководитель высшего звена,1,0,0,4,0,29000.0,1,0,1
464,60036811,56,,0,1,1,0,0,11000.0,1,0,0
465,60036992,53,Другое,1,0,1,0,0,6500.0,1,0,0
466,60037205,30,Специалист,1,0,0,2,2,10000.0,1,0,0
467,60037207,26,Специалист,1,0,0,0,0,12000.0,1,0,1
468,60037559,55,Специалист,1,0,0,2,0,6000.0,1,0,0
469,60037740,39,Рабочий,1,0,0,3,2,18000.0,1,0,0
470,60037794,46,Рабочий,1,0,1,1,0,9000.0,1,0,0
471,60038271,33,Рабочий,1,0,0,0,0,10000.0,1,1,0
472,60038720,32,Высококвалифиц. специалист,1,0,0,1,1,25000.0,2,0,0
474,60038740,54,,0,1,1,0,0,6500.0,1,0,0
475,60039083,60,,0,1,1,0,0,5200.0,1,0,0
476,60039189,39,Специалист,1,0,1,1,1,17000.0,1,0,0
477,60039398,42,Рабочий,1,0,1,3,2,10000.0,1,1,0
478,60039486,36,Руководитель среднего звена,1,0,1,0,0,12000.0,1,0,0
479,60039580,46,Рабочий,1,0,0,1,1,20000.0,1,0,0
480,60039657,47,Служащий,1,0,1,2,0,14000.0,2,0,0
482,60039761,27,Специалист,1,0,0,0,0,6000.0,2,0,0
484,60039822,37,Специалист,1,0,0,1,1,15000.0,1,0,0
485,60040109,26,Военнослужащий по контракту,1,0,0,0,0,9800.0,1,1,0
486,60040119,32,Руководитель высшего звена,1,0,0,1,1,30000.0,1,0,0
487,60040178,48,Специалист,1,0,1,2,0,7000.0,1,0,0
488,60040354,48,Служащий,1,0,1,1,0,7000.0,1,0,0
489,60040474,34,Специалист,1,0,0,0,0,10000.0,1,0,0
490,60040982,25,Руководитель низшего звена,1,0,0,0,0,20000.0,1,0,1
491,60041009,58,,0,1,1,2,0,7800.0,1,1,0
492,60041507,37,Специалист,1,0,1,1,1,10000.0,1,0,0
493,60041801,38,Специалист,1,0,1,3,3,12000.0,1,1,0
494,60042352,57,Специалист,1,0,1,2,0,18000.0,1,0,0
495,60042394,53,Специалист,1,0,1,2,0,15000.0,1,1,0
496,60042552,35,Рабочий,1,0,1,0,0,9500.0,1,0,0
497,60042654,25,Специалист,1,0,1,0,0,15000.0,1,0,0
498,60043044,46,Служащий,1,0,0,1,1,10000.0,1,0,0
499,60043375,52,Рабочий,1,0,1,1,0,12000.0,1,0,0
500,60043904,33,Руководитель низшего звена,1,0,1,1,1,14000.0,1,0,0
501,60043994,31,Специалист,1,0,0,0,0,19000.0,1,1,0
502,60044030,56,Работник сферы услуг,1,0,1,0,0,9000.0,1,0,0
503,60044082,33,Специалист,1,0,1,0,0,20000.0,1,0,0
504,60044131,46,Другое,1,0,1,0,0,10000.0,1,1,1
505,60044590,37,Специалист,1,0,1,2,2,7000.0,1,0,1
506,60044649,64,,0,1,1,0,0,5500.0,1,0,0
507,60044737,54,Индивидуальный предприниматель,1,0,0,0,0,10000.0,1,1,0
508,60044771,32,Рабочий,1,0,0,3,3,10000.0,1,0,0
509,60044935,44,Высококвалифиц. специалист,1,0,1,1,0,17000.0,2,0,0
511,60044974,48,Специалист,1,0,1,2,0,5000.0,1,1,1
512,60045158,51,Работник сферы услуг,1,0,1,2,0,13900.0,1,0,0
513,60045188,52,Служащий,1,0,1,2,0,8000.0,1,0,0
514,60045224,32,Специалист,1,0,0,0,0,12000.0,1,0,1
515,60045353,40,Специалист,1,0,0,0,0,23000.0,1,0,0
516,60045383,54,Специалист,1,0,1,2,0,18000.0,1,0,0
517,60045476,24,Специалист,1,0,1,0,0,23000.0,1,0,0
518,60045483,46,Рабочий,1,0,1,2,0,8000.0,1,0,0
519,60045495,30,Служащий,1,0,1,1,1,20000.0,1,1,0
520,60045619,38,Рабочий,1,0,1,2,2,12000.0,1,1,0
521,60045661,45,Рабочий,1,0,1,1,1,23000.0,1,0,0
522,60045701,23,Специалист,1,0,1,0,0,6000.0,1,0,0
523,60045935,56,Специалист,1,0,1,0,0,11000.0,1,0,0
524,60046035,32,Рабочий,1,0,0,1,1,8500.0,1,0,0
525,60046311,49,Руководитель среднего звена,1,0,0,1,1,17000.0,1,0,0
526,60046341,45,Специалист,1,0,0,1,1,4500.0,1,0,0
527,60046535,55,Специалист,1,0,1,2,0,6000.0,1,0,0
528,60047028,51,Рабочий,1,0,1,2,0,8000.0,1,0,0
529,60047117,35,Специалист,1,0,0,2,2,14000.0,1,0,0
530,60047226,51,Специалист,1,0,1,3,0,12500.0,1,0,1
531,60047260,52,Рабочий,1,0,0,2,0,15000.0,1,0,0
532,60047350,25,Служащий,1,0,0,0,0,27000.0,1,1,0
533,60047638,27,Специалист,1,0,1,0,0,15000.0,1,0,0
534,60047783,27,Специалист,1,0,1,1,1,16000.0,1,0,0
535,60047856,31,Работник сферы услуг,1,0,1,1,1,8000.0,1,0,0
536,60048041,53,Рабочий,1,0,1,2,1,4300.0,1,0,0
537,60048043,59,Специалист,1,0,1,2,0,10000.0,1,0,0
538,60048087,37,Рабочий,1,0,1,1,1,8000.0,1,0,0
539,60048317,42,Специалист,1,0,0,1,1,12000.0,1,0,0
540,60048649,26,Специалист,1,0,0,1,1,13000.0,1,0,0
541,60049069,34,Рабочий,1,0,1,1,1,5300.0,1,1,1
542,60049106,48,Рабочий,1,0,1,0,0,6000.0,1,1,0
543,60049146,26,Рабочий,1,0,0,0,0,7000.0,1,0,0
544,60049362,22,Специалист,1,0,0,0,0,14000.0,1,0,0
545,60049502,54,Рабочий,1,0,1,0,0,6500.0,1,1,0
546,60049582,57,Рабочий,1,0,0,0,0,7000.0,1,0,0
547,60049600,34,Рабочий,1,0,0,2,2,15000.0,1,0,0
548,60049627,53,Руководитель среднего звена,1,0,1,0,0,7000.0,1,0,0
549,60049952,49,Руководитель высшего звена,1,0,1,2,0,12000.0,1,1,0
550,60050002,51,Рабочий,1,0,1,3,0,7000.0,1,1,0
551,60050202,52,Специалист,1,0,1,0,0,5000.0,1,1,0
552,60050237,51,Рабочий,1,0,0,2,0,20000.0,1,0,0
553,60050469,45,Специалист,1,0,0,2,2,18000.0,1,0,0
554,60050619,28,Специалист,1,0,1,0,0,8500.0,1,0,1
555,60050670,32,Рабочий,1,0,0,2,2,40000.0,1,1,0
556,60050682,34,Индивидуальный предприниматель,1,0,0,1,1,15000.0,1,0,0
557,60050890,50,Рабочий,1,0,1,3,1,5000.0,1,0,0
558,60050977,25,Другое,1,0,0,0,0,8000.0,1,1,0
559,60050998,52,Руководитель среднего звена,1,0,0,0,0,14000.0,1,0,0
560,60051183,26,Рабочий,1,0,0,1,1,18000.0,1,0,0
561,60051250,50,Руководитель среднего звена,1,0,1,0,0,12000.0,1,0,0
562,60051298,36,Рабочий,1,0,0,1,1,15000.0,1,0,1
563,60051509,40,Служащий,1,0,1,2,2,8000.0,1,0,0
564,60051864,37,Специалист,1,0,0,2,2,27000.0,1,0,0
565,60051963,49,Служащий,1,0,1,0,0,30000.0,1,1,1
566,60052044,32,Специалист,1,0,1,2,2,9000.0,1,0,0
567,60052064,24,Служащий,1,0,0,0,0,15000.0,1,0,0
568,60052295,60,,0,1,1,0,0,6300.0,1,0,0
569,60052345,34,Специалист,1,0,1,1,1,14000.0,1,1,0
570,60052472,60,Специалист,1,0,1,3,0,15000.0,1,1,0
571,60052509,28,Рабочий,1,0,1,0,0,10000.0,1,0,0
572,60052594,31,Рабочий,1,0,1,2,0,15000.0,1,0,0
573,60052795,43,Специалист,1,0,1,1,0,5000.0,1,0,0
574,60052843,54,Руководитель среднего звена,1,1,1,2,0,14000.0,2,0,0
576,60053095,28,Рабочий,1,0,0,0,0,7500.0,1,1,0
577,60053102,31,Специалист,1,0,0,1,1,10000.0,1,0,0
578,60053244,24,Специалист,1,0,0,0,0,14000.0,1,0,0
579,60053278,27,Рабочий,1,0,1,0,0,7200.0,1,0,0
580,60053317,35,Работник сферы услуг,1,0,1,1,1,30000.0,2,1,0
582,60053344,48,Рабочий,1,0,1,0,0,6000.0,1,0,0
583,60053429,30,Рабочий,1,0,1,1,1,24000.0,1,1,0
584,60053453,53,Специалист,1,0,1,0,0,14000.0,1,0,0
585,60053475,32,Рабочий,1,0,1,0,0,16000.0,1,1,1
586,60053795,32,Специалист,1,0,1,1,1,14000.0,1,1,1
587,60053884,37,Специалист,1,0,0,1,1,10000.0,1,0,0
588,60053983,42,Служащий,1,0,1,1,1,15000.0,1,0,0
589,60054019,28,Специалист,1,0,1,1,1,12000.0,1,0,0
590,60054091,49,Работник сферы услуг,1,0,0,3,1,10000.0,1,1,0
591,60054164,45,Работник сферы услуг,1,0,1,3,2,11000.0,1,0,1
592,60054204,51,Рабочий,1,0,0,1,0,8000.0,2,0,0
594,60054403,57,Рабочий,1,0,1,0,0,13000.0,1,0,0
595,60054473,36,Рабочий,1,0,1,2,2,6000.0,1,0,0
596,60054480,41,Рабочий,1,0,1,2,2,6200.0,1,0,0
597,60054523,39,Руководитель среднего звена,1,0,0,2,2,35000.0,1,0,0
598,60054524,28,Рабочий,1,0,1,1,1,12000.0,1,0,0
599,60054689,38,Специалист,1,0,1,2,2,12000.0,1,0,0
600,60055001,40,Специалист,1,0,1,2,1,9600.0,1,0,0
601,60055030,52,Рабочий,1,0,1,4,0,6000.0,1,0,0
602,60055035,44,Руководитель низшего звена,1,0,1,1,1,17000.0,1,1,0
603,60055196,43,Руководитель среднего звена,1,0,1,0,0,25000.0,1,0,0
604,60055202,23,Служащий,1,0,0,0,0,10000.0,1,0,0
605,60055213,58,,0,1,1,3,0,6000.0,1,0,0
606,60055266,27,Специалист,1,0,1,0,0,12000.0,1,0,0
607,60055339,42,Рабочий,1,0,1,3,2,8600.0,1,1,0
608,60055507,34,Работник сферы услуг,1,0,0,1,1,20000.0,1,1,0
609,60055727,57,,0,1,0,1,0,10000.0,1,0,0
610,60055920,42,Другое,1,0,1,2,1,20000.0,1,0,1
611,60056016,33,Работник сферы услуг,1,0,1,2,2,5000.0,1,0,0
612,60056554,35,Специалист,1,0,1,2,2,7000.0,1,1,0
613,60056649,31,Работник сферы услуг,1,0,1,2,2,10000.0,1,0,0
614,60056718,29,Специалист,1,0,1,1,1,10000.0,1,0,0
615,60056885,32,Специалист,1,0,1,1,1,11000.0,1,0,0
616,60057014,60,,0,1,1,0,0,8500.0,1,0,0
617,60057090,55,Руководитель низшего звена,1,0,1,2,0,9000.0,1,0,0
618,60057094,49,Специалист,1,0,1,2,0,11000.0,1,0,0
619,60057316,64,Специалист,1,1,0,1,0,26000.0,1,0,0
620,60057535,52,Рабочий,1,1,1,0,0,23000.0,1,0,0
621,60057571,27,Специалист,1,0,1,1,1,13000.0,1,1,0
622,60057644,47,Рабочий,1,0,0,0,0,25000.0,1,0,0
623,60057841,45,Специалист,1,0,1,0,0,12000.0,1,0,0
624,60057842,38,Руководитель низшего звена,1,0,0,1,1,25000.0,1,0,1
625,60057995,35,Специалист,1,0,0,1,1,20000.0,1,0,0
626,60058021,47,Рабочий,1,0,0,3,0,7500.0,1,0,1
627,60058067,58,Специалист,1,0,1,2,0,16000.0,1,1,0
628,60058069,40,Служащий,1,0,1,2,0,13000.0,1,0,0
629,60058316,55,Рабочий,1,0,1,2,0,6000.0,1,0,0
630,60058319,41,Специалист,1,0,1,2,2,12000.0,1,0,0
631,60058363,31,Рабочий,1,0,1,2,2,10000.0,1,1,0
632,60058692,56,Специалист,1,0,0,2,0,12000.0,1,0,0
633,60058750,60,,0,1,1,5,0,6200.0,1,0,0
634,60059261,38,Специалист,1,0,1,0,0,20000.0,1,0,0
635,60059410,26,Специалист,1,0,0,0,0,15000.0,1,1,0
636,60059466,58,,0,1,1,1,1,7000.0,1,0,0
637,60059482,47,Специалист,1,0,1,0,0,11500.0,1,0,0
638,60059563,56,Высококвалифиц. специалист,1,0,1,0,0,13000.0,1,1,0
639,60059582,49,Высококвалифиц. специалист,1,0,0,2,1,25000.0,1,0,0
640,60059697,36,Рабочий,1,0,0,2,2,25000.0,1,0,0
641,60059705,45,Рабочий,1,0,1,0,0,10000.0,2,1,0
643,60059742,37,Служащий,1,0,1,3,0,8600.0,1,1,0
644,60059765,53,Рабочий,1,0,0,1,0,11500.0,1,0,0
645,60059809,43,Рабочий,1,0,0,3,1,12000.0,1,0,0
646,60059889,29,Служащий,1,0,0,1,1,14000.0,1,0,0
647,60060034,57,Руководитель высшего звена,1,0,1,0,0,25000.0,1,0,1
648,60060331,60,Служащий,1,0,0,5,0,8000.0,1,0,0
649,60060336,26,Работник сферы услуг,1,0,0,0,0,18000.0,1,0,1
650,60060468,24,Рабочий,1,0,1,1,1,5500.0,1,0,0
651,60060628,44,Рабочий,1,0,0,2,1,15000.0,1,0,0
652,60060805,27,Работник сферы услуг,1,0,1,1,1,17000.0,1,0,0
653,60060877,46,Специалист,1,0,1,1,1,9000.0,1,1,0
654,60060907,35,Руководитель среднего звена,1,0,1,2,2,20000.0,1,0,0
655,60060941,29,Работник сферы услуг,1,0,1,0,0,8000.0,1,0,0
656,60061050,58,,0,1,1,0,0,5200.0,1,0,0
658,60061148,47,Специалист,1,0,1,1,0,18000.0,1,0,0
659,60061269,28,Специалист,1,0,0,0,0,40000.0,1,0,0
660,60061278,47,Руководитель среднего звена,1,0,1,2,0,15000.0,1,1,1
661,60061364,47,Рабочий,1,0,0,1,0,7000.0,1,1,0
662,60061438,51,Специалист,1,0,1,3,0,5446.0,1,0,0
663,60061458,42,Работник сферы услуг,1,0,1,0,0,20000.0,1,0,0
664,60061523,53,Специалист,1,1,1,0,0,9000.0,1,0,0
665,60061629,30,Специалист,1,0,0,2,2,10000.0,1,0,0
666,60061703,57,Руководитель высшего звена,1,0,1,1,0,12000.0,1,1,0
667,60061851,56,Рабочий,1,0,0,2,0,14000.0,1,0,0
668,60061919,51,Специалист,1,0,1,0,0,13500.0,1,1,0
669,60061939,38,Высококвалифиц. специалист,1,0,1,2,2,20000.0,1,0,0
670,60062046,23,Рабочий,1,0,0,0,0,23000.0,1,0,0
671,60083007,23,Рабочий,1,0,0,0,0,10000.0,1,1,0
672,60083324,51,Рабочий,1,0,1,2,0,5000.0,1,0,0
673,60083478,50,Специалист,1,0,1,1,0,12000.0,1,0,0
674,60083503,42,Специалист,1,0,1,1,0,10000.0,1,0,0
675,60083615,30,Служащий,1,0,1,2,2,15000.0,1,0,0
676,60083667,28,Рабочий,1,0,1,1,1,5500.0,1,0,0
677,60083776,59,Специалист,1,0,1,1,0,8000.0,1,0,0
678,60083836,47,Специалист,1,0,1,1,0,15000.0,1,0,0
679,60084438,42,Рабочий,1,0,1,0,0,12000.0,1,0,1
680,60084480,50,Служащий,1,0,1,0,0,15000.0,1,1,0
681,60084562,33,Специалист,1,0,1,2,2,8000.0,1,0,0
682,60084653,41,Руководитель высшего звена,1,0,1,2,2,20000.0,1,0,0
683,60084780,42,Служащий,1,0,1,3,3,5000.0,1,0,0
684,60084802,55,Специалист,1,0,1,3,1,9000.0,1,0,0
685,60084848,59,,0,1,1,3,0,5000.0,2,0,0
687,60085121,40,Рабочий,1,0,0,1,1,15000.0,1,0,0
688,60085546,52,Специалист,1,0,1,2,0,20000.0,1,0,0
689,60085694,59,Служащий,1,0,1,0,0,21000.0,1,0,0
690,60085711,48,Специалист,1,0,1,1,0,15000.0,1,0,0
691,60085742,48,Рабочий,1,0,0,2,0,8000.0,1,0,0
692,60086147,29,Специалист,1,0,0,1,1,7000.0,1,0,0
693,60086281,40,Руководитель высшего звена,1,0,1,1,1,15000.0,1,1,0
694,60086724,42,Рабочий,1,0,1,2,1,10000.0,1,1,0
695,60086804,58,,0,1,1,0,0,5000.0,1,0,0
696,60086820,63,,0,1,1,1,0,6000.0,1,0,0
697,60086881,41,Служащий,1,0,0,1,1,9000.0,1,0,0
698,60086903,36,Специалист,1,0,1,2,2,20000.0,1,0,0
699,60087152,36,Специалист,1,0,1,1,1,10000.0,1,0,0
700,60087505,59,Специалист,1,1,0,1,0,10000.0,1,0,0
701,60087605,25,Специалист,1,0,0,1,1,19500.0,1,0,0
702,60087666,56,,0,1,1,1,1,5000.0,1,0,0
703,60087678,38,Специалист,1,0,1,0,0,10000.0,1,0,0
704,60087894,32,Специалист,1,0,0,0,0,23000.0,1,1,0
705,60087960,35,Высококвалифиц. специалист,1,0,1,1,1,16000.0,1,0,0
706,60087981,55,,0,1,1,1,0,7000.0,1,0,0
707,60087999,56,,0,1,1,4,0,4000.0,1,0,0
708,60088160,51,Руководитель среднего звена,1,0,0,2,0,9000.0,1,0,0
709,60088311,32,Другое,1,0,0,2,2,17000.0,1,0,0
710,60088378,23,Специалист,1,0,1,0,0,13000.0,1,0,0
711,60088704,29,Индивидуальный предприниматель,1,0,0,1,1,12000.0,1,0,0
712,60088798,55,Индивидуальный предприниматель,1,0,1,2,0,51000.0,1,0,1
713,60089057,51,Специалист,1,0,0,2,0,20000.0,1,0,0
714,60089140,22,Рабочий,1,0,0,0,0,10000.0,1,0,0
715,60089254,57,Работник сферы услуг,1,0,0,0,0,10000.0,1,0,0
716,60089289,40,Специалист,1,0,0,1,0,10000.0,1,0,0
717,60089448,50,Специалист,1,0,1,3,1,10000.0,1,0,0
718,60089684,63,,0,1,1,0,0,5600.0,1,0,0
719,60089889,49,Специалист,1,0,0,1,0,15000.0,1,0,0
720,60089924,62,Рабочий,1,1,1,2,0,7000.0,1,0,0
721,60090169,41,Рабочий,1,0,1,2,0,11000.0,1,1,0
722,60090170,27,Работник сферы услуг,1,0,1,0,0,25000.0,1,1,0
723,60090269,30,Специалист,1,0,0,1,1,15000.0,1,0,0
724,60090525,37,Руководитель высшего звена,1,0,0,2,2,25000.0,1,0,0
725,60090676,37,Военнослужащий по контракту,1,0,0,2,2,45000.0,1,0,0
726,60090738,33,Специалист,1,0,1,3,3,8000.0,1,0,1
727,60090981,35,Рабочий,1,0,0,2,2,12000.0,1,0,0
728,60091133,23,Специалист,1,0,0,0,0,10500.0,1,1,0
729,60091164,30,Специалист,1,0,1,2,2,12000.0,1,0,1
730,60091172,53,Работник сферы услуг,1,0,1,3,0,8000.0,1,0,0
731,60091182,35,Рабочий,1,0,0,0,0,15000.0,1,0,1
732,60091680,24,Рабочий,1,0,0,0,0,6000.0,1,0,0
733,60091694,37,Специалист,1,0,1,2,2,9000.0,1,0,0
734,60091695,38,Рабочий,1,0,1,2,2,10000.0,1,1,0
735,60091740,43,Рабочий,1,0,0,1,1,23000.0,1,0,0
736,60091842,33,Служащий,1,0,0,1,1,15000.0,1,0,0
737,60091889,33,Специалист,1,0,0,1,1,9000.0,1,0,1
738,60091920,55,Рабочий,1,0,0,0,0,40000.0,1,0,0
739,60091924,28,Руководитель среднего звена,1,0,0,1,2,30000.0,1,0,0
740,60091946,53,Специалист,1,1,1,2,1,28000.0,1,0,0
741,60092264,39,Руководитель высшего звена,1,0,1,2,1,18000.0,1,0,0
742,60092462,53,Специалист,1,0,0,2,0,8000.0,1,0,0
743,60092797,52,Рабочий,1,0,0,0,0,15400.0,1,0,0
744,60093026,53,Работник сферы услуг,1,0,0,3,0,5000.0,1,1,0
745,60093052,62,,0,1,1,0,0,5000.0,1,0,0
746,60093098,25,Специалист,1,0,0,1,1,14000.0,1,0,0
747,60093109,39,Специалист,1,0,1,0,0,18000.0,1,0,0
748,60093245,27,Специалист,1,0,0,1,1,14000.0,1,0,0
749,60093273,30,Рабочий,1,0,1,0,0,5000.0,1,0,0
750,60093670,22,Служащий,1,0,0,0,0,10000.0,1,0,0
751,60093762,25,Рабочий,1,0,0,0,0,7000.0,1,0,0
752,60093838,53,Служащий,1,0,0,0,0,12000.0,2,2,0
754,60093932,26,Руководитель среднего звена,1,0,0,0,0,12000.0,1,0,0
755,60094030,46,Служащий,1,0,0,1,1,15000.0,1,0,0
756,60094119,44,Специалист,1,0,1,1,0,10000.0,1,0,0
757,60094187,30,Рабочий,1,0,1,0,0,23000.0,1,0,0
758,60094218,43,Руководитель высшего звена,1,0,1,2,1,12000.0,1,0,0
759,60094231,28,Рабочий,1,0,1,1,1,6000.0,1,0,0
760,60094540,40,Рабочий,1,0,1,2,2,16000.0,1,0,0
761,60094600,57,,0,1,1,3,1,3500.0,1,0,0
762,60094906,56,Работник сферы услуг,1,1,1,1,0,15000.0,1,0,0
763,60095258,43,Военнослужащий по контракту,1,0,0,2,2,35000.0,1,0,1
764,60095324,59,,0,1,1,0,0,5800.0,1,0,0
765,60095348,31,Рабочий,1,0,0,1,1,9000.0,1,1,0
766,60095690,52,Работник сферы услуг,1,0,1,1,1,20000.0,1,0,0
767,60095793,34,Рабочий,1,0,1,1,1,11000.0,1,0,0
768,60095800,34,Служащий,1,0,1,2,2,10000.0,1,0,0
769,60095879,42,Индивидуальный предприниматель,1,0,0,3,3,25000.0,1,0,1
770,60095919,37,Рабочий,1,0,0,2,2,15000.0,1,1,0
771,60095959,39,Руководитель среднего звена,1,0,0,3,3,25000.0,1,0,0
772,60095996,50,Специалист,1,0,1,1,0,12000.0,1,0,1
773,60096354,33,Специалист,1,0,1,0,0,28000.0,1,0,0
774,60096454,54,Специалист,1,0,1,2,0,6200.0,1,0,0
775,60096578,32,Специалист,1,0,1,0,0,20000.0,1,1,0
776,60096719,62,,0,1,1,0,0,10000.0,1,0,0
777,60096783,42,Рабочий,1,0,1,2,2,14000.0,1,0,0
778,60096935,35,Специалист,1,0,0,2,2,29000.0,1,0,0
779,60097017,40,Специалист,1,0,1,2,0,7600.0,1,0,0
780,60097094,27,Рабочий,1,0,1,2,2,8000.0,1,0,0
781,60097114,38,Другое,1,0,0,2,2,20000.0,2,0,0
783,60097303,44,Специалист,1,0,1,0,0,8000.0,1,0,0
784,60097305,48,Служащий,1,0,1,0,0,18000.0,1,0,0
785,60097360,40,Руководитель высшего звена,1,0,1,1,1,20000.0,1,0,0
786,60097445,57,,0,1,1,2,0,8000.0,1,0,0
787,60097523,52,,0,1,1,1,0,7300.0,1,0,0
788,60097675,54,,0,1,1,2,0,5000.0,1,0,0
789,60097915,31,Специалист,1,0,1,1,1,10000.0,1,0,0
